order_id,order_date,demand_level,unit_price,quantity,total_order_value,margin_percent,cancellation_reason,ai_cancel_flag,recoverable_flag,intervention_attempted_by_navedas,intervention_success,recovery_rate_flag,revenue_lost_before_ai_only,revenue_prevented_by_navedas,avoidable_revenue_loss_after_navedas,profit_lost_before_ai_only,profit_lost_after_navedas,margin_saved_after_navedas,intervention_cost,net_profit_impact_due_to_navedas,intervention_failure_reason,customer_state,payment_auth_status,shopify_id,governance_tier,refund_type,month
ORD-804003,2025-03-22,Medium,3160.0,2.0,6320.0,0.4145321165627398,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,GA,Authorized,#804003,None,N/A,2025-03
ORD-804004,2025-05-25,Medium,1828.0,4.0,7312.0,0.5099693169539072,Stock Sync Delay,1,1,1,1,1,7312.0,7312.0,0.0,3728.8956455669695,0.0,3728.8956455669695,25.0,3703.8956455669695,None,VA,Pending,#804004,Human,Partial,2025-05
ORD-804005,2025-06-21,Low,2115.0,3.0,6345.0,0.3055997922269803,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,WA,Authorized,#804005,None,N/A,2025-06
ORD-804006,2025-02-15,High,703.0,4.0,2812.0,0.3704390179960868,Stock Sync Delay,1,1,1,1,1,2812.0,2812.0,0.0,1041.6745186049961,0.0,1041.6745186049961,15.0,1026.6745186049961,None,MO,Pending,#804006,Auto,Partial,2025-02
ORD-804007,2025-04-28,High,1873.0,2.0,3746.0,0.20127539866886907,AI Logic Gap - SKU Mapping,1,1,1,1,1,3746.0,3746.0,0.0,753.9776434135836,0.0,753.9776434135836,25.0,728.9776434135836,None,FL,Pending,#804007,Human,Partial,2025-04
ORD-804008,2025-02-04,Medium,60.0,1.0,60.0,0.5009349984613709,Vendor Split Possible,1,0,0,0,0,60.0,0.0,0.0,30.056099907682253,30.056099907682253,0.0,0.0,0.0,Not Recoverable,NJ,Pending,#804008,None,N/A,2025-02
ORD-804009,2025-01-21,Low,3121.0,1.0,3121.0,0.30706636111959074,Stock Sync Delay,1,0,0,0,0,3121.0,0.0,0.0,958.3541130542427,958.3541130542427,0.0,0.0,0.0,Not Recoverable,IN,Pending,#804009,None,N/A,2025-01
ORD-804010,2025-03-05,Medium,2633.0,2.0,5266.0,0.29495391441492913,Payment Expired,1,0,0,0,0,5266.0,0.0,0.0,1553.2273133090168,1553.2273133090168,0.0,0.0,0.0,Not Recoverable,PA,Expired,#804010,None,N/A,2025-03
ORD-804011,2025-06-09,High,1617.0,2.0,3234.0,0.5491380092238622,Payment Expired,1,1,1,1,1,3234.0,3234.0,0.0,1775.9123218299706,0.0,1775.9123218299706,25.0,1750.9123218299706,None,GA,Expired,#804011,Human,Partial,2025-06
ORD-804012,2025-05-05,Medium,2933.0,4.0,11732.0,0.4045375285608158,Payment Expired,1,0,0,0,0,11732.0,0.0,0.0,4746.034285075491,4746.034285075491,0.0,0.0,0.0,Not Recoverable,NC,Expired,#804012,None,N/A,2025-05
ORD-804013,2025-03-30,High,2849.0,2.0,5698.0,0.2430651361493466,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MA,Authorized,#804013,None,N/A,2025-03
ORD-804014,2025-02-20,Medium,460.0,4.0,1840.0,0.29293373946274986,Vendor Split Possible,1,1,1,0,0,1840.0,0.0,1840.0,538.9980806114597,538.9980806114597,0.0,15.0,-15.0,Customer Abandoned,AZ,Pending,#804014,Auto,Split Fulfillment,2025-02
ORD-804015,2025-01-26,Medium,235.0,1.0,235.0,0.323629305893209,Stock Sync Delay,1,1,1,1,1,235.0,235.0,0.0,76.05288688490411,0.0,76.05288688490411,15.0,61.05288688490411,None,NY,Pending,#804015,Auto,Partial,2025-01
ORD-804016,2025-02-18,Medium,924.0,2.0,1848.0,0.5451210167547289,Stock Sync Delay,1,0,0,0,0,1848.0,0.0,0.0,1007.383638962739,1007.383638962739,0.0,0.0,0.0,Not Recoverable,IL,Pending,#804016,None,N/A,2025-02
ORD-804017,2025-01-28,Medium,54.0,4.0,216.0,0.3507175872702003,Payment Expired,1,0,0,0,0,216.0,0.0,0.0,75.75499885036326,75.75499885036326,0.0,0.0,0.0,Not Recoverable,IN,Expired,#804017,None,N/A,2025-01
ORD-804018,2025-02-03,High,2027.0,1.0,2027.0,0.28054689590248316,Payment Expired,1,1,1,0,0,2027.0,0.0,2027.0,568.6685579943334,568.6685579943334,0.0,15.0,-15.0,Customer Payment Expired,AZ,Expired,#804018,Auto,Partial,2025-02
ORD-804019,2025-05-04,Medium,1872.0,2.0,3744.0,0.39940583859448603,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,NJ,Authorized,#804019,None,N/A,2025-05
ORD-804020,2025-01-24,Low,1906.0,4.0,7624.0,0.3416658803199537,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,NC,Authorized,#804020,None,N/A,2025-01
ORD-804021,2025-01-09,Medium,303.0,3.0,909.0,0.21923613584965468,Stock Sync Delay,1,0,0,0,0,909.0,0.0,0.0,199.2856474873361,199.2856474873361,0.0,0.0,0.0,Not Recoverable,WI,Pending,#804021,None,N/A,2025-01
ORD-804022,2025-04-08,Low,3217.0,4.0,12868.0,0.5013218643590139,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MO,Authorized,#804022,None,N/A,2025-04
ORD-804023,2025-02-21,Medium,3419.0,3.0,10257.0,0.2054906345491564,Vendor Split Possible,1,0,0,0,0,10257.0,0.0,0.0,2107.717438570697,2107.717438570697,0.0,0.0,0.0,Not Recoverable,NC,Pending,#804023,None,N/A,2025-02
ORD-804024,2025-03-23,Medium,2087.0,4.0,8348.0,0.5144692725109168,AI Logic Gap - SKU Mapping,1,0,0,0,0,8348.0,0.0,0.0,4294.789486921133,4294.789486921133,0.0,0.0,0.0,Not Recoverable,GA,Pending,#804024,None,N/A,2025-03
ORD-804025,2025-01-26,High,68.0,4.0,272.0,0.4771505462606308,Payment Expired,1,1,1,1,1,272.0,272.0,0.0,129.7849485828916,0.0,129.7849485828916,25.0,104.78494858289159,None,MO,Expired,#804025,Human,Partial,2025-01
ORD-804026,2025-02-07,Low,1416.0,4.0,5664.0,0.2265381235498439,Payment Expired,1,1,1,1,1,5664.0,5664.0,0.0,1283.1119317863158,0.0,1283.1119317863158,25.0,1258.1119317863158,None,OH,Expired,#804026,Human,Partial,2025-02
ORD-804027,2025-03-21,High,2527.0,1.0,2527.0,0.4532638772345689,Vendor Split Possible,1,0,0,0,0,2527.0,0.0,0.0,1145.3978177717556,1145.3978177717556,0.0,0.0,0.0,Not Recoverable,NC,Pending,#804027,None,N/A,2025-03
ORD-804028,2025-05-05,High,2633.0,3.0,7899.0,0.46982958874876163,Payment Expired,1,0,0,0,0,7899.0,0.0,0.0,3711.183921526468,3711.183921526468,0.0,0.0,0.0,Not Recoverable,MD,Expired,#804028,None,N/A,2025-05
ORD-804029,2025-03-16,High,889.0,1.0,889.0,0.4108074757000396,Payment Expired,1,1,1,1,1,889.0,889.0,0.0,365.20784589733523,0.0,365.20784589733523,25.0,340.20784589733523,None,NY,Expired,#804029,Human,Partial,2025-03
ORD-804030,2025-04-08,Medium,2888.0,1.0,2888.0,0.4021847800546432,Vendor Split Possible,1,0,0,0,0,2888.0,0.0,0.0,1161.5096447978096,1161.5096447978096,0.0,0.0,0.0,Not Recoverable,MA,Pending,#804030,None,N/A,2025-04
ORD-804031,2025-04-04,Medium,3388.0,2.0,6776.0,0.21739045918679092,AI Logic Gap - SKU Mapping,1,1,1,1,1,6776.0,6776.0,0.0,1473.0377514496954,0.0,1473.0377514496954,25.0,1448.0377514496954,None,AZ,Pending,#804031,Human,Partial,2025-04
ORD-804032,2025-02-18,Medium,1804.0,3.0,5412.0,0.2208237301379739,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,GA,Authorized,#804032,None,N/A,2025-02
ORD-804033,2025-02-20,High,1366.0,2.0,2732.0,0.4545510274424939,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,FL,Authorized,#804033,None,N/A,2025-02
ORD-804034,2025-03-18,Medium,1865.0,4.0,7460.0,0.23694781262161846,Vendor Split Possible,1,1,1,1,1,7460.0,7460.0,0.0,1767.6306821572737,0.0,1767.6306821572737,25.0,1742.6306821572737,None,MO,Pending,#804034,Human,Split Fulfillment,2025-03
ORD-804035,2025-01-06,High,144.0,2.0,288.0,0.28464543524726715,Vendor Split Possible,1,1,1,1,1,288.0,288.0,0.0,81.97788535121293,0.0,81.97788535121293,15.0,66.97788535121293,None,TN,Pending,#804035,Auto,Split Fulfillment,2025-01
ORD-804036,2025-05-04,Medium,1855.0,3.0,5565.0,0.3745928078381756,Vendor Split Possible,1,1,1,0,0,5565.0,0.0,5565.0,2084.6089756194474,2084.6089756194474,0.0,25.0,-25.0,Vendor SLA Delay,MO,Pending,#804036,Human,Split Fulfillment,2025-05
ORD-804037,2025-04-21,High,142.0,4.0,568.0,0.25745728576443855,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,OH,Authorized,#804037,None,N/A,2025-04
ORD-804038,2025-02-25,Medium,170.0,4.0,680.0,0.476443846192509,AI Logic Gap - SKU Mapping,1,1,1,1,1,680.0,680.0,0.0,323.9818154109061,0.0,323.9818154109061,25.0,298.9818154109061,None,WI,Pending,#804038,Human,Partial,2025-02
ORD-804039,2025-03-09,Medium,1959.0,1.0,1959.0,0.48258230832268106,AI Logic Gap - SKU Mapping,1,1,1,1,1,1959.0,1959.0,0.0,945.3787420041322,0.0,945.3787420041322,25.0,920.3787420041322,None,TN,Pending,#804039,Human,Partial,2025-03
ORD-804040,2025-03-01,Medium,1812.0,3.0,5436.0,0.49475012394131224,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,IL,Authorized,#804040,None,N/A,2025-03
ORD-804041,2025-04-28,Medium,3454.0,1.0,3454.0,0.21734884227114676,AI Logic Gap - SKU Mapping,1,1,1,0,0,3454.0,0.0,3454.0,750.7229012045409,750.7229012045409,0.0,25.0,-25.0,Vendor SLA Delay,MI,Pending,#804041,Human,Partial,2025-04
ORD-804042,2025-05-17,Low,1801.0,3.0,5403.0,0.34975560643176856,Stock Sync Delay,1,1,1,1,1,5403.0,5403.0,0.0,1889.7295415508456,0.0,1889.7295415508456,25.0,1864.7295415508456,None,OH,Pending,#804042,Human,Partial,2025-05
ORD-804043,2025-01-20,Medium,3430.0,2.0,6860.0,0.49642118545001757,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,NJ,Authorized,#804043,None,N/A,2025-01
ORD-804044,2025-03-16,Medium,2834.0,4.0,11336.0,0.3271267866073446,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,FL,Authorized,#804044,None,N/A,2025-03
ORD-804045,2025-01-03,High,1213.0,4.0,4852.0,0.4435371324130579,AI Logic Gap - SKU Mapping,1,1,1,1,1,4852.0,4852.0,0.0,2152.042166468157,0.0,2152.042166468157,25.0,2127.042166468157,None,MA,Pending,#804045,Human,Partial,2025-01
ORD-804046,2025-03-23,Medium,3245.0,4.0,12980.0,0.40623606646650334,AI Logic Gap - SKU Mapping,1,0,0,0,0,12980.0,0.0,0.0,5272.944142735213,5272.944142735213,0.0,0.0,0.0,Not Recoverable,MI,Pending,#804046,None,N/A,2025-03
ORD-804047,2025-02-14,Medium,1715.0,4.0,6860.0,0.3215230158475125,AI Logic Gap - SKU Mapping,1,1,1,1,1,6860.0,6860.0,0.0,2205.647888713936,0.0,2205.647888713936,25.0,2180.647888713936,None,AZ,Pending,#804047,Human,Partial,2025-02
ORD-804048,2025-03-02,Medium,2102.0,2.0,4204.0,0.2967416901816483,Stock Sync Delay,1,1,1,1,1,4204.0,4204.0,0.0,1247.5020655236494,0.0,1247.5020655236494,25.0,1222.5020655236494,None,WA,Pending,#804048,Human,Partial,2025-03
ORD-804049,2025-03-24,Medium,396.0,3.0,1188.0,0.42846008223479237,Vendor Split Possible,1,1,1,0,0,1188.0,0.0,1188.0,509.0105776949333,509.0105776949333,0.0,25.0,-25.0,Vendor SLA Delay,AZ,Pending,#804049,Human,Split Fulfillment,2025-03
ORD-804050,2025-02-28,Medium,783.0,1.0,783.0,0.24676844795101396,Payment Expired,1,1,1,1,1,783.0,783.0,0.0,193.21969474564392,0.0,193.21969474564392,15.0,178.21969474564392,None,TN,Expired,#804050,Auto,Partial,2025-02
ORD-804051,2025-03-12,Low,1851.0,3.0,5553.0,0.5010428816807155,Payment Expired,1,1,1,1,1,5553.0,5553.0,0.0,2782.2911219730136,0.0,2782.2911219730136,25.0,2757.2911219730136,None,AZ,Expired,#804051,Human,Partial,2025-03
ORD-804052,2025-05-18,High,985.0,1.0,985.0,0.40175520437824624,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,NJ,Authorized,#804052,None,N/A,2025-05
ORD-804053,2025-05-26,Medium,2118.0,3.0,6354.0,0.23902622679404373,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,VA,Authorized,#804053,None,N/A,2025-05
ORD-804054,2025-01-02,Medium,325.0,4.0,1300.0,0.4462346758176773,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,WA,Authorized,#804054,None,N/A,2025-01
ORD-804055,2025-03-10,High,916.0,3.0,2748.0,0.35088939245884665,Vendor Split Possible,1,1,1,1,1,2748.0,2748.0,0.0,964.2440504769106,0.0,964.2440504769106,15.0,949.2440504769106,None,IN,Pending,#804055,Auto,Split Fulfillment,2025-03
ORD-804056,2025-06-02,High,2344.0,4.0,9376.0,0.2714284953771115,Stock Sync Delay,1,1,1,1,1,9376.0,9376.0,0.0,2544.9135726557975,0.0,2544.9135726557975,25.0,2519.9135726557975,None,MI,Pending,#804056,Human,Partial,2025-06
ORD-804057,2025-04-06,Medium,2161.0,1.0,2161.0,0.5363742525237032,Vendor Split Possible,1,1,1,1,1,2161.0,2161.0,0.0,1159.1047597037225,0.0,1159.1047597037225,25.0,1134.1047597037225,None,OH,Pending,#804057,Human,Split Fulfillment,2025-04
ORD-804058,2025-02-06,High,3443.0,4.0,13772.0,0.451876724755049,Payment Expired,1,1,1,0,0,13772.0,0.0,13772.0,6223.246253326534,6223.246253326534,0.0,25.0,-25.0,Vendor SLA Delay,PA,Expired,#804058,Human,Partial,2025-02
ORD-804059,2025-04-17,Low,3153.0,3.0,9459.0,0.40754776816479865,Vendor Split Possible,1,1,1,1,1,9459.0,9459.0,0.0,3854.9943390708304,0.0,3854.9943390708304,25.0,3829.9943390708304,None,FL,Pending,#804059,Human,Split Fulfillment,2025-04
ORD-804060,2025-01-27,High,2846.0,3.0,8538.0,0.49710351337077663,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,WA,Authorized,#804060,None,N/A,2025-01
ORD-804061,2025-01-04,High,53.0,4.0,212.0,0.39035442645875346,Payment Expired,1,0,0,0,0,212.0,0.0,0.0,82.75513840925574,82.75513840925574,0.0,0.0,0.0,Not Recoverable,MA,Expired,#804061,None,N/A,2025-01
ORD-804062,2025-04-24,Medium,2128.0,3.0,6384.0,0.3545147143165164,Vendor Split Possible,1,1,1,1,1,6384.0,6384.0,0.0,2263.2219361966404,0.0,2263.2219361966404,25.0,2238.2219361966404,None,OH,Pending,#804062,Human,Split Fulfillment,2025-04
ORD-804063,2025-04-03,High,839.0,2.0,1678.0,0.2663064009512479,Stock Sync Delay,1,1,1,1,1,1678.0,1678.0,0.0,446.862140796194,0.0,446.862140796194,15.0,431.862140796194,None,NJ,Pending,#804063,Auto,Partial,2025-04
ORD-804064,2025-05-17,High,970.0,3.0,2910.0,0.25368664879136255,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,GA,Authorized,#804064,None,N/A,2025-05
ORD-804065,2025-03-04,Medium,774.0,3.0,2322.0,0.3511892607301469,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MD,Authorized,#804065,None,N/A,2025-03
ORD-804066,2025-06-03,Medium,1622.0,4.0,6488.0,0.35959110265963057,AI Logic Gap - SKU Mapping,1,1,1,1,1,6488.0,6488.0,0.0,2333.027074055683,0.0,2333.027074055683,25.0,2308.027074055683,None,MD,Pending,#804066,Human,Partial,2025-06
ORD-804067,2025-03-17,Medium,477.0,2.0,954.0,0.4566593768307546,Vendor Split Possible,1,1,1,0,0,954.0,0.0,954.0,435.65304549653985,435.65304549653985,0.0,25.0,-25.0,Customer Abandoned,WI,Pending,#804067,Human,Split Fulfillment,2025-03
ORD-804068,2025-05-13,Medium,1884.0,3.0,5652.0,0.35472975351290675,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MO,Authorized,#804068,None,N/A,2025-05
ORD-804069,2025-01-19,Medium,623.0,3.0,1869.0,0.40760572019789626,Stock Sync Delay,1,0,0,0,0,1869.0,0.0,0.0,761.8150910498681,761.8150910498681,0.0,0.0,0.0,Not Recoverable,MO,Pending,#804069,None,N/A,2025-01
ORD-804070,2025-01-18,Low,1776.0,1.0,1776.0,0.49138148342668614,Stock Sync Delay,1,1,1,1,1,1776.0,1776.0,0.0,872.6935145657945,0.0,872.6935145657945,25.0,847.6935145657945,None,VA,Pending,#804070,Human,Partial,2025-01
ORD-804071,2025-05-21,Medium,2209.0,1.0,2209.0,0.5476671434286897,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,NJ,Authorized,#804071,None,N/A,2025-05
ORD-804072,2025-05-31,Medium,669.0,1.0,669.0,0.3128838603029489,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,OH,Authorized,#804072,None,N/A,2025-05
ORD-804073,2025-06-19,High,404.0,3.0,1212.0,0.515684062304929,Vendor Split Possible,1,1,1,1,1,1212.0,1212.0,0.0,625.009083513574,0.0,625.009083513574,25.0,600.009083513574,None,TN,Pending,#804073,Human,Split Fulfillment,2025-06
ORD-804074,2025-02-28,Medium,2831.0,2.0,5662.0,0.4821178051487597,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,OH,Authorized,#804074,None,N/A,2025-02
ORD-804075,2025-01-05,Medium,2597.0,4.0,10388.0,0.2238023416118436,Payment Expired,1,1,1,0,0,10388.0,0.0,10388.0,2324.8587246638313,2324.8587246638313,0.0,25.0,-25.0,Customer Abandoned,OH,Expired,#804075,Human,Partial,2025-01
ORD-804076,2025-06-26,Medium,952.0,3.0,2856.0,0.31695562579886194,Vendor Split Possible,1,1,1,1,1,2856.0,2856.0,0.0,905.2252672815497,0.0,905.2252672815497,15.0,890.2252672815497,None,MD,Pending,#804076,Auto,Split Fulfillment,2025-06
ORD-804077,2025-04-19,High,3110.0,1.0,3110.0,0.2766650359420342,Stock Sync Delay,1,1,1,1,1,3110.0,3110.0,0.0,860.4282617797263,0.0,860.4282617797263,25.0,835.4282617797263,None,CA,Pending,#804077,Human,Partial,2025-04
ORD-804078,2025-02-14,High,813.0,1.0,813.0,0.43253449534804933,AI Logic Gap - SKU Mapping,1,1,1,1,1,813.0,813.0,0.0,351.6505447179641,0.0,351.6505447179641,25.0,326.6505447179641,None,NY,Pending,#804078,Human,Partial,2025-02
ORD-804079,2025-05-18,High,3246.0,2.0,6492.0,0.3943546976761909,AI Logic Gap - SKU Mapping,1,1,1,1,1,6492.0,6492.0,0.0,2560.150697313831,0.0,2560.150697313831,25.0,2535.150697313831,None,TN,Pending,#804079,Human,Partial,2025-05
ORD-804080,2025-06-12,High,440.0,4.0,1760.0,0.37319786840634384,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,AZ,Authorized,#804080,None,N/A,2025-06
ORD-804081,2025-02-21,Medium,2327.0,1.0,2327.0,0.4672473173326522,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,TN,Authorized,#804081,None,N/A,2025-02
ORD-804082,2025-05-19,Medium,116.0,1.0,116.0,0.31665804353419424,AI Logic Gap - SKU Mapping,1,0,0,0,0,116.0,0.0,0.0,36.732333049966535,36.732333049966535,0.0,0.0,0.0,Not Recoverable,MI,Pending,#804082,None,N/A,2025-05
ORD-804083,2025-05-22,High,731.0,1.0,731.0,0.333963303443643,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,CA,Authorized,#804083,None,N/A,2025-05
ORD-804084,2025-04-01,Medium,1446.0,2.0,2892.0,0.5029718818789073,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,PA,Authorized,#804084,None,N/A,2025-04
ORD-804085,2025-04-24,Medium,344.0,4.0,1376.0,0.5402729782410023,AI Logic Gap - SKU Mapping,1,1,1,0,0,1376.0,0.0,1376.0,743.4156180596192,743.4156180596192,0.0,25.0,-25.0,Late Detection,MO,Pending,#804085,Human,Partial,2025-04
ORD-804086,2025-02-18,High,1626.0,3.0,4878.0,0.4717250692687413,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,AZ,Authorized,#804086,None,N/A,2025-02
ORD-804087,2025-06-17,High,850.0,2.0,1700.0,0.2759748411720292,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,MO,Authorized,#804087,None,N/A,2025-06
ORD-804088,2025-06-26,Medium,391.0,1.0,391.0,0.23942807125734658,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,CA,Authorized,#804088,None,N/A,2025-06
ORD-804089,2025-06-26,Medium,3368.0,2.0,6736.0,0.27322180171803073,AI Logic Gap - SKU Mapping,1,1,1,0,0,6736.0,0.0,6736.0,1840.422056372655,1840.422056372655,0.0,25.0,-25.0,Late Detection,OH,Pending,#804089,Human,Partial,2025-06
ORD-804090,2025-05-13,Medium,3437.0,3.0,10311.0,0.34796647775801376,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,AZ,Authorized,#804090,None,N/A,2025-05
ORD-804091,2025-01-08,High,3370.0,2.0,6740.0,0.2828439597116734,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,CA,Authorized,#804091,None,N/A,2025-01
ORD-804092,2025-03-07,Medium,581.0,3.0,1743.0,0.5153644018252042,Vendor Split Possible,1,1,1,0,0,1743.0,0.0,1743.0,898.2801523813308,898.2801523813308,0.0,25.0,-25.0,Customer Abandoned,NC,Pending,#804092,Human,Split Fulfillment,2025-03
ORD-804093,2025-03-22,Medium,1367.0,4.0,5468.0,0.43475301561860413,Payment Expired,1,1,1,1,1,5468.0,5468.0,0.0,2377.229489402527,0.0,2377.229489402527,25.0,2352.229489402527,None,MO,Expired,#804093,Human,Partial,2025-03
ORD-804094,2025-06-22,Low,1179.0,1.0,1179.0,0.34585523567405496,Stock Sync Delay,1,1,1,1,1,1179.0,1179.0,0.0,407.7633228597108,0.0,407.7633228597108,15.0,392.7633228597108,None,FL,Pending,#804094,Auto,Partial,2025-06
ORD-804095,2025-04-09,Medium,1173.0,2.0,2346.0,0.2958341065015463,Payment Expired,1,1,1,1,1,2346.0,2346.0,0.0,694.0268138526276,0.0,694.0268138526276,15.0,679.0268138526276,None,TX,Expired,#804095,Auto,Partial,2025-04
ORD-804096,2025-04-07,High,1487.0,1.0,1487.0,0.33323135179933755,Vendor Split Possible,1,1,1,1,1,1487.0,1487.0,0.0,495.5150201256149,0.0,495.5150201256149,15.0,480.5150201256149,None,WA,Pending,#804096,Auto,Split Fulfillment,2025-04
ORD-804097,2025-01-27,Low,1809.0,3.0,5427.0,0.3666177083783556,Payment Expired,1,1,1,1,1,5427.0,5427.0,0.0,1989.6343033693358,0.0,1989.6343033693358,25.0,1964.6343033693358,None,IL,Expired,#804097,Human,Partial,2025-01
ORD-804098,2025-05-23,Medium,1723.0,2.0,3446.0,0.44983782326150507,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,FL,Authorized,#804098,None,N/A,2025-05
ORD-804099,2025-03-02,Low,1056.0,2.0,2112.0,0.23126954538010763,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,NJ,Authorized,#804099,None,N/A,2025-03
ORD-804100,2025-01-17,High,3430.0,1.0,3430.0,0.497091528926131,Payment Expired,1,1,1,1,1,3430.0,3430.0,0.0,1705.0239442166294,0.0,1705.0239442166294,25.0,1680.0239442166294,None,WA,Expired,#804100,Human,Partial,2025-01
ORD-804101,2025-06-27,Medium,3429.0,1.0,3429.0,0.244646010895563,AI Logic Gap - SKU Mapping,1,1,1,1,1,3429.0,3429.0,0.0,838.8911713608856,0.0,838.8911713608856,25.0,813.8911713608856,None,IN,Pending,#804101,Human,Partial,2025-06
ORD-804102,2025-02-04,Medium,1192.0,2.0,2384.0,0.2918575286903533,Stock Sync Delay,1,0,0,0,0,2384.0,0.0,0.0,695.7883483978023,695.7883483978023,0.0,0.0,0.0,Not Recoverable,NY,Pending,#804102,None,N/A,2025-02
ORD-804103,2025-01-03,High,813.0,3.0,2439.0,0.5477564635204044,Payment Expired,1,1,1,1,1,2439.0,2439.0,0.0,1335.9780145262664,0.0,1335.9780145262664,25.0,1310.9780145262664,None,TN,Expired,#804103,Human,Partial,2025-01
ORD-804104,2025-01-15,Medium,1887.0,1.0,1887.0,0.26657302191548793,Vendor Split Possible,1,1,1,1,1,1887.0,1887.0,0.0,503.0232923545257,0.0,503.0232923545257,15.0,488.0232923545257,None,AZ,Pending,#804104,Auto,Split Fulfillment,2025-01
ORD-804105,2025-03-23,High,1323.0,1.0,1323.0,0.23539976572522098,Stock Sync Delay,1,0,0,0,0,1323.0,0.0,0.0,311.4338900544673,311.4338900544673,0.0,0.0,0.0,Not Recoverable,AZ,Pending,#804105,None,N/A,2025-03
ORD-804106,2025-01-19,High,3455.0,2.0,6910.0,0.42344185567157944,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,IL,Authorized,#804106,None,N/A,2025-01
ORD-804107,2025-06-01,High,1531.0,3.0,4593.0,0.3375951779479287,AI Logic Gap - SKU Mapping,1,0,0,0,0,4593.0,0.0,0.0,1550.5746523148366,1550.5746523148366,0.0,0.0,0.0,Not Recoverable,IN,Pending,#804107,None,N/A,2025-06
ORD-804108,2025-04-03,Low,187.0,2.0,374.0,0.23214240199397806,AI Logic Gap - SKU Mapping,1,1,1,1,1,374.0,374.0,0.0,86.8212583457478,0.0,86.8212583457478,15.0,71.8212583457478,None,NY,Pending,#804108,Auto,Partial,2025-04
ORD-804109,2025-02-28,Low,481.0,2.0,962.0,0.20130984992216577,N/A,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,AZ,Authorized,#804109,None,N/A,2025-02
ORD-804110,2025-01-01,Medium,307.0,1.0,307.0,0.22770655173351725,Vendor Split Possible,1,1,1,1,1,307.0,307.0,0.0,69.9059113821898,0.0,69.9059113821898,15.0,54.9059113821898,None,NY,Pending,#804110,Auto,Split Fulfillment,2025-01
